video_stem,video_path,video_emotion,video_emotion_lbl,actor_id,sentence_key,sentence_text,audio_stem,audio_path,audio_emotion,audio_emotion_lbl,output_stem,label,method,status
1049_MTI_NEU_XX,..\..\data\raw\CREMA-D\VideoFlash\1049_MTI_NEU_XX.flv,NEU,neutral,1049,MTI,Maybe tomorrow it will be cold,1049_MTI_SAD_XX,..\..\data\raw\CREMA-D\AudioWAV\1049_MTI_SAD_XX.wav,SAD,sad,FAKE_T1_1049_MTI_NEU_XX__AUDIO_1049_MTI_SAD_XX,1,emotion_swap,pending
1049_DFA_ANG_XX,..\..\data\raw\CREMA-D\VideoFlash\1049_DFA_ANG_XX.flv,ANG,angry,1049,DFA,Don't forget a jacket,1049_DFA_DIS_XX,..\..\data\raw\CREMA-D\AudioWAV\1049_DFA_DIS_XX.wav,DIS,disgusted,FAKE_T1_1049_DFA_ANG_XX__AUDIO_1049_DFA_DIS_XX,1,emotion_swap,pending
1049_IOM_DIS_XX,..\..\data\raw\CREMA-D\VideoFlash\1049_IOM_DIS_XX.flv,DIS,disgusted,1049,IOM,I'm on my way to the meeting,1049_IOM_FEA_XX,..\..\data\raw\CREMA-D\AudioWAV\1049_IOM_FEA_XX.wav,FEA,fearful,FAKE_T1_1049_IOM_DIS_XX__AUDIO_1049_IOM_FEA_XX,1,emotion_swap,pending
1049_WSI_FEA_XX,..\..\data\raw\CREMA-D\VideoFlash\1049_WSI_FEA_XX.flv,FEA,fearful,1049,WSI,We'll stop in a couple of minutes,1049_WSI_HAP_XX,..\..\data\raw\CREMA-D\AudioWAV\1049_WSI_HAP_XX.wav,HAP,happy,FAKE_T1_1049_WSI_FEA_XX__AUDIO_1049_WSI_HAP_XX,1,emotion_swap,pending
1049_ITH_NEU_XX,..\..\data\raw\CREMA-D\VideoFlash\1049_ITH_NEU_XX.flv,NEU,neutral,1049,ITH,I think I have a doctor's appointment,1049_ITH_SAD_XX,..\..\data\raw\CREMA-D\AudioWAV\1049_ITH_SAD_XX.wav,SAD,sad,FAKE_T1_1049_ITH_NEU_XX__AUDIO_1049_ITH_SAD_XX,1,emotion_swap,pending
1049_MTI_HAP_XX,..\..\data\raw\CREMA-D\VideoFlash\1049_MTI_HAP_XX.flv,HAP,happy,1049,MTI,Maybe tomorrow it will be cold,1049_MTI_NEU_XX,..\..\data\raw\CREMA-D\AudioWAV\1049_MTI_NEU_XX.wav,NEU,neutral,FAKE_T1_1049_MTI_HAP_XX__AUDIO_1049_MTI_NEU_XX,1,emotion_swap,pending
1049_TIE_ANG_XX,..\..\data\raw\CREMA-D\VideoFlash\1049_TIE_ANG_XX.flv,ANG,angry,1049,TIE,That is exactly what happened,1049_TIE_DIS_XX,..\..\data\raw\CREMA-D\AudioWAV\1049_TIE_DIS_XX.wav,DIS,disgusted,FAKE_T1_1049_TIE_ANG_XX__AUDIO_1049_TIE_DIS_XX,1,emotion_swap,pending
1049_TAI_FEA_XX,..\..\data\raw\CREMA-D\VideoFlash\1049_TAI_FEA_XX.flv,FEA,fearful,1049,TAI,The airplane is almost full,1049_TAI_HAP_XX,..\..\data\raw\CREMA-D\AudioWAV\1049_TAI_HAP_XX.wav,HAP,happy,FAKE_T1_1049_TAI_FEA_XX__AUDIO_1049_TAI_HAP_XX,1,emotion_swap,pending
1049_TIE_FEA_XX,..\..\data\raw\CREMA-D\VideoFlash\1049_TIE_FEA_XX.flv,FEA,fearful,1049,TIE,That is exactly what happened,1049_TIE_HAP_XX,..\..\data\raw\CREMA-D\AudioWAV\1049_TIE_HAP_XX.wav,HAP,happy,FAKE_T1_1049_TIE_FEA_XX__AUDIO_1049_TIE_HAP_XX,1,emotion_swap,pending
1049_IWL_DIS_XX,..\..\data\raw\CREMA-D\VideoFlash\1049_IWL_DIS_XX.flv,DIS,disgusted,1049,IWL,I would like a new alarm clock,1049_IWL_FEA_XX,..\..\data\raw\CREMA-D\AudioWAV\1049_IWL_FEA_XX.wav,FEA,fearful,FAKE_T1_1049_IWL_DIS_XX__AUDIO_1049_IWL_FEA_XX,1,emotion_swap,pending
1049_DFA_NEU_XX,..\..\data\raw\CREMA-D\VideoFlash\1049_DFA_NEU_XX.flv,NEU,neutral,1049,DFA,Don't forget a jacket,1049_DFA_SAD_XX,..\..\data\raw\CREMA-D\AudioWAV\1049_DFA_SAD_XX.wav,SAD,sad,FAKE_T1_1049_DFA_NEU_XX__AUDIO_1049_DFA_SAD_XX,1,emotion_swap,pending
1049_ITS_SAD_XX,..\..\data\raw\CREMA-D\VideoFlash\1049_ITS_SAD_XX.flv,SAD,sad,1049,ITS,I think I've seen this before,1049_ITS_ANG_XX,..\..\data\raw\CREMA-D\AudioWAV\1049_ITS_ANG_XX.wav,ANG,angry,FAKE_T1_1049_ITS_SAD_XX__AUDIO_1049_ITS_ANG_XX,1,emotion_swap,pending
1049_ITH_HAP_XX,..\..\data\raw\CREMA-D\VideoFlash\1049_ITH_HAP_XX.flv,HAP,happy,1049,ITH,I think I have a doctor's appointment,1049_ITH_NEU_XX,..\..\data\raw\CREMA-D\AudioWAV\1049_ITH_NEU_XX.wav,NEU,neutral,FAKE_T1_1049_ITH_HAP_XX__AUDIO_1049_ITH_NEU_XX,1,emotion_swap,pending
1049_IWW_FEA_XX,..\..\data\raw\CREMA-D\VideoFlash\1049_IWW_FEA_XX.flv,FEA,fearful,1049,IWW,I wonder what this is about,1049_IWW_HAP_XX,..\..\data\raw\CREMA-D\AudioWAV\1049_IWW_HAP_XX.wav,HAP,happy,FAKE_T1_1049_IWW_FEA_XX__AUDIO_1049_IWW_HAP_XX,1,emotion_swap,pending
1049_ITS_DIS_XX,..\..\data\raw\CREMA-D\VideoFlash\1049_ITS_DIS_XX.flv,DIS,disgusted,1049,ITS,I think I've seen this before,1049_ITS_FEA_XX,..\..\data\raw\CREMA-D\AudioWAV\1049_ITS_FEA_XX.wav,FEA,fearful,FAKE_T1_1049_ITS_DIS_XX__AUDIO_1049_ITS_FEA_XX,1,emotion_swap,pending
1050_IOM_FEA_XX,..\..\data\raw\CREMA-D\VideoFlash\1050_IOM_FEA_XX.flv,FEA,fearful,1050,IOM,I'm on my way to the meeting,1050_IOM_HAP_XX,..\..\data\raw\CREMA-D\AudioWAV\1050_IOM_HAP_XX.wav,HAP,happy,FAKE_T1_1050_IOM_FEA_XX__AUDIO_1050_IOM_HAP_XX,1,emotion_swap,pending
1050_TSI_SAD_XX,..\..\data\raw\CREMA-D\VideoFlash\1050_TSI_SAD_XX.flv,SAD,sad,1050,TSI,The surface is slippery,1050_TSI_ANG_XX,..\..\data\raw\CREMA-D\AudioWAV\1050_TSI_ANG_XX.wav,ANG,angry,FAKE_T1_1050_TSI_SAD_XX__AUDIO_1050_TSI_ANG_XX,1,emotion_swap,pending
1050_ITS_ANG_XX,..\..\data\raw\CREMA-D\VideoFlash\1050_ITS_ANG_XX.flv,ANG,angry,1050,ITS,I think I've seen this before,1050_ITS_DIS_XX,..\..\data\raw\CREMA-D\AudioWAV\1050_ITS_DIS_XX.wav,DIS,disgusted,FAKE_T1_1050_ITS_ANG_XX__AUDIO_1050_ITS_DIS_XX,1,emotion_swap,pending
1050_IWW_DIS_XX,..\..\data\raw\CREMA-D\VideoFlash\1050_IWW_DIS_XX.flv,DIS,disgusted,1050,IWW,I wonder what this is about,1050_IWW_FEA_XX,..\..\data\raw\CREMA-D\AudioWAV\1050_IWW_FEA_XX.wav,FEA,fearful,FAKE_T1_1050_IWW_DIS_XX__AUDIO_1050_IWW_FEA_XX,1,emotion_swap,pending
1050_DFA_ANG_XX,..\..\data\raw\CREMA-D\VideoFlash\1050_DFA_ANG_XX.flv,ANG,angry,1050,DFA,Don't forget a jacket,1050_DFA_DIS_XX,..\..\data\raw\CREMA-D\AudioWAV\1050_DFA_DIS_XX.wav,DIS,disgusted,FAKE_T1_1050_DFA_ANG_XX__AUDIO_1050_DFA_DIS_XX,1,emotion_swap,pending
1050_DFA_NEU_XX,..\..\data\raw\CREMA-D\VideoFlash\1050_DFA_NEU_XX.flv,NEU,neutral,1050,DFA,Don't forget a jacket,1050_DFA_SAD_XX,..\..\data\raw\CREMA-D\AudioWAV\1050_DFA_SAD_XX.wav,SAD,sad,FAKE_T1_1050_DFA_NEU_XX__AUDIO_1050_DFA_SAD_XX,1,emotion_swap,pending
1050_WSI_DIS_XX,..\..\data\raw\CREMA-D\VideoFlash\1050_WSI_DIS_XX.flv,DIS,disgusted,1050,WSI,We'll stop in a couple of minutes,1050_WSI_FEA_XX,..\..\data\raw\CREMA-D\AudioWAV\1050_WSI_FEA_XX.wav,FEA,fearful,FAKE_T1_1050_WSI_DIS_XX__AUDIO_1050_WSI_FEA_XX,1,emotion_swap,pending
1050_IWL_FEA_XX,..\..\data\raw\CREMA-D\VideoFlash\1050_IWL_FEA_XX.flv,FEA,fearful,1050,IWL,I would like a new alarm clock,1050_IWL_HAP_XX,..\..\data\raw\CREMA-D\AudioWAV\1050_IWL_HAP_XX.wav,HAP,happy,FAKE_T1_1050_IWL_FEA_XX__AUDIO_1050_IWL_HAP_XX,1,emotion_swap,pending
1050_IWW_FEA_XX,..\..\data\raw\CREMA-D\VideoFlash\1050_IWW_FEA_XX.flv,FEA,fearful,1050,IWW,I wonder what this is about,1050_IWW_HAP_XX,..\..\data\raw\CREMA-D\AudioWAV\1050_IWW_HAP_XX.wav,HAP,happy,FAKE_T1_1050_IWW_FEA_XX__AUDIO_1050_IWW_HAP_XX,1,emotion_swap,pending
1050_ITS_NEU_XX,..\..\data\raw\CREMA-D\VideoFlash\1050_ITS_NEU_XX.flv,NEU,neutral,1050,ITS,I think I've seen this before,1050_ITS_SAD_XX,..\..\data\raw\CREMA-D\AudioWAV\1050_ITS_SAD_XX.wav,SAD,sad,FAKE_T1_1050_ITS_NEU_XX__AUDIO_1050_ITS_SAD_XX,1,emotion_swap,pending
1050_IWW_NEU_XX,..\..\data\raw\CREMA-D\VideoFlash\1050_IWW_NEU_XX.flv,NEU,neutral,1050,IWW,I wonder what this is about,1050_IWW_SAD_XX,..\..\data\raw\CREMA-D\AudioWAV\1050_IWW_SAD_XX.wav,SAD,sad,FAKE_T1_1050_IWW_NEU_XX__AUDIO_1050_IWW_SAD_XX,1,emotion_swap,pending
1050_TSI_DIS_XX,..\..\data\raw\CREMA-D\VideoFlash\1050_TSI_DIS_XX.flv,DIS,disgusted,1050,TSI,The surface is slippery,1050_TSI_FEA_XX,..\..\data\raw\CREMA-D\AudioWAV\1050_TSI_FEA_XX.wav,FEA,fearful,FAKE_T1_1050_TSI_DIS_XX__AUDIO_1050_TSI_FEA_XX,1,emotion_swap,pending
1050_IWW_SAD_XX,..\..\data\raw\CREMA-D\VideoFlash\1050_IWW_SAD_XX.flv,SAD,sad,1050,IWW,I wonder what this is about,1050_IWW_ANG_XX,..\..\data\raw\CREMA-D\AudioWAV\1050_IWW_ANG_XX.wav,ANG,angry,FAKE_T1_1050_IWW_SAD_XX__AUDIO_1050_IWW_ANG_XX,1,emotion_swap,pending
1050_MTI_SAD_XX,..\..\data\raw\CREMA-D\VideoFlash\1050_MTI_SAD_XX.flv,SAD,sad,1050,MTI,Maybe tomorrow it will be cold,1050_MTI_ANG_XX,..\..\data\raw\CREMA-D\AudioWAV\1050_MTI_ANG_XX.wav,ANG,angry,FAKE_T1_1050_MTI_SAD_XX__AUDIO_1050_MTI_ANG_XX,1,emotion_swap,pending
1050_IWL_NEU_XX,..\..\data\raw\CREMA-D\VideoFlash\1050_IWL_NEU_XX.flv,NEU,neutral,1050,IWL,I would like a new alarm clock,1050_IWL_SAD_XX,..\..\data\raw\CREMA-D\AudioWAV\1050_IWL_SAD_XX.wav,SAD,sad,FAKE_T1_1050_IWL_NEU_XX__AUDIO_1050_IWL_SAD_XX,1,emotion_swap,pending
1050_MTI_DIS_XX,..\..\data\raw\CREMA-D\VideoFlash\1050_MTI_DIS_XX.flv,DIS,disgusted,1050,MTI,Maybe tomorrow it will be cold,1050_MTI_FEA_XX,..\..\data\raw\CREMA-D\AudioWAV\1050_MTI_FEA_XX.wav,FEA,fearful,FAKE_T1_1050_MTI_DIS_XX__AUDIO_1050_MTI_FEA_XX,1,emotion_swap,pending
1050_TSI_ANG_XX,..\..\data\raw\CREMA-D\VideoFlash\1050_TSI_ANG_XX.flv,ANG,angry,1050,TSI,The surface is slippery,1050_TSI_DIS_XX,..\..\data\raw\CREMA-D\AudioWAV\1050_TSI_DIS_XX.wav,DIS,disgusted,FAKE_T1_1050_TSI_ANG_XX__AUDIO_1050_TSI_DIS_XX,1,emotion_swap,pending
1050_TSI_NEU_XX,..\..\data\raw\CREMA-D\VideoFlash\1050_TSI_NEU_XX.flv,NEU,neutral,1050,TSI,The surface is slippery,1050_TSI_SAD_XX,..\..\data\raw\CREMA-D\AudioWAV\1050_TSI_SAD_XX.wav,SAD,sad,FAKE_T1_1050_TSI_NEU_XX__AUDIO_1050_TSI_SAD_XX,1,emotion_swap,pending
1050_IWW_ANG_XX,..\..\data\raw\CREMA-D\VideoFlash\1050_IWW_ANG_XX.flv,ANG,angry,1050,IWW,I wonder what this is about,1050_IWW_DIS_XX,..\..\data\raw\CREMA-D\AudioWAV\1050_IWW_DIS_XX.wav,DIS,disgusted,FAKE_T1_1050_IWW_ANG_XX__AUDIO_1050_IWW_DIS_XX,1,emotion_swap,pending
1050_ITS_DIS_XX,..\..\data\raw\CREMA-D\VideoFlash\1050_ITS_DIS_XX.flv,DIS,disgusted,1050,ITS,I think I've seen this before,1050_ITS_FEA_XX,..\..\data\raw\CREMA-D\AudioWAV\1050_ITS_FEA_XX.wav,FEA,fearful,FAKE_T1_1050_ITS_DIS_XX__AUDIO_1050_ITS_FEA_XX,1,emotion_swap,pending
1050_ITH_HAP_XX,..\..\data\raw\CREMA-D\VideoFlash\1050_ITH_HAP_XX.flv,HAP,happy,1050,ITH,I think I have a doctor's appointment,1050_ITH_NEU_XX,..\..\data\raw\CREMA-D\AudioWAV\1050_ITH_NEU_XX.wav,NEU,neutral,FAKE_T1_1050_ITH_HAP_XX__AUDIO_1050_ITH_NEU_XX,1,emotion_swap,pending
1050_IOM_ANG_XX,..\..\data\raw\CREMA-D\VideoFlash\1050_IOM_ANG_XX.flv,ANG,angry,1050,IOM,I'm on my way to the meeting,1050_IOM_DIS_XX,..\..\data\raw\CREMA-D\AudioWAV\1050_IOM_DIS_XX.wav,DIS,disgusted,FAKE_T1_1050_IOM_ANG_XX__AUDIO_1050_IOM_DIS_XX,1,emotion_swap,pending
1051_ITH_FEA_XX,..\..\data\raw\CREMA-D\VideoFlash\1051_ITH_FEA_XX.flv,FEA,fearful,1051,ITH,I think I have a doctor's appointment,1051_ITH_HAP_XX,..\..\data\raw\CREMA-D\AudioWAV\1051_ITH_HAP_XX.wav,HAP,happy,FAKE_T1_1051_ITH_FEA_XX__AUDIO_1051_ITH_HAP_XX,1,emotion_swap,pending
1051_MTI_HAP_XX,..\..\data\raw\CREMA-D\VideoFlash\1051_MTI_HAP_XX.flv,HAP,happy,1051,MTI,Maybe tomorrow it will be cold,1051_MTI_NEU_XX,..\..\data\raw\CREMA-D\AudioWAV\1051_MTI_NEU_XX.wav,NEU,neutral,FAKE_T1_1051_MTI_HAP_XX__AUDIO_1051_MTI_NEU_XX,1,emotion_swap,pending
1051_ITS_DIS_XX,..\..\data\raw\CREMA-D\VideoFlash\1051_ITS_DIS_XX.flv,DIS,disgusted,1051,ITS,I think I've seen this before,1051_ITS_FEA_XX,..\..\data\raw\CREMA-D\AudioWAV\1051_ITS_FEA_XX.wav,FEA,fearful,FAKE_T1_1051_ITS_DIS_XX__AUDIO_1051_ITS_FEA_XX,1,emotion_swap,pending
1051_ITS_FEA_XX,..\..\data\raw\CREMA-D\VideoFlash\1051_ITS_FEA_XX.flv,FEA,fearful,1051,ITS,I think I've seen this before,1051_ITS_HAP_XX,..\..\data\raw\CREMA-D\AudioWAV\1051_ITS_HAP_XX.wav,HAP,happy,FAKE_T1_1051_ITS_FEA_XX__AUDIO_1051_ITS_HAP_XX,1,emotion_swap,pending
1051_IOM_DIS_XX,..\..\data\raw\CREMA-D\VideoFlash\1051_IOM_DIS_XX.flv,DIS,disgusted,1051,IOM,I'm on my way to the meeting,1051_IOM_FEA_XX,..\..\data\raw\CREMA-D\AudioWAV\1051_IOM_FEA_XX.wav,FEA,fearful,FAKE_T1_1051_IOM_DIS_XX__AUDIO_1051_IOM_FEA_XX,1,emotion_swap,pending
1051_DFA_FEA_XX,..\..\data\raw\CREMA-D\VideoFlash\1051_DFA_FEA_XX.flv,FEA,fearful,1051,DFA,Don't forget a jacket,1051_DFA_HAP_XX,..\..\data\raw\CREMA-D\AudioWAV\1051_DFA_HAP_XX.wav,HAP,happy,FAKE_T1_1051_DFA_FEA_XX__AUDIO_1051_DFA_HAP_XX,1,emotion_swap,pending
1051_WSI_DIS_XX,..\..\data\raw\CREMA-D\VideoFlash\1051_WSI_DIS_XX.flv,DIS,disgusted,1051,WSI,We'll stop in a couple of minutes,1051_WSI_FEA_XX,..\..\data\raw\CREMA-D\AudioWAV\1051_WSI_FEA_XX.wav,FEA,fearful,FAKE_T1_1051_WSI_DIS_XX__AUDIO_1051_WSI_FEA_XX,1,emotion_swap,pending
1051_IEO_NEU_XX,..\..\data\raw\CREMA-D\VideoFlash\1051_IEO_NEU_XX.flv,NEU,neutral,1051,IEO,It's eleven o'clock,1051_IEO_SAD_MD,..\..\data\raw\CREMA-D\AudioWAV\1051_IEO_SAD_MD.wav,SAD,sad,FAKE_T1_1051_IEO_NEU_XX__AUDIO_1051_IEO_SAD_MD,1,emotion_swap,pending
1051_TSI_HAP_XX,..\..\data\raw\CREMA-D\VideoFlash\1051_TSI_HAP_XX.flv,HAP,happy,1051,TSI,The surface is slippery,1051_TSI_NEU_XX,..\..\data\raw\CREMA-D\AudioWAV\1051_TSI_NEU_XX.wav,NEU,neutral,FAKE_T1_1051_TSI_HAP_XX__AUDIO_1051_TSI_NEU_XX,1,emotion_swap,pending
1051_TAI_HAP_XX,..\..\data\raw\CREMA-D\VideoFlash\1051_TAI_HAP_XX.flv,HAP,happy,1051,TAI,The airplane is almost full,1051_TAI_NEU_XX,..\..\data\raw\CREMA-D\AudioWAV\1051_TAI_NEU_XX.wav,NEU,neutral,FAKE_T1_1051_TAI_HAP_XX__AUDIO_1051_TAI_NEU_XX,1,emotion_swap,pending
1051_IWL_HAP_XX,..\..\data\raw\CREMA-D\VideoFlash\1051_IWL_HAP_XX.flv,HAP,happy,1051,IWL,I would like a new alarm clock,1051_IWL_NEU_XX,..\..\data\raw\CREMA-D\AudioWAV\1051_IWL_NEU_XX.wav,NEU,neutral,FAKE_T1_1051_IWL_HAP_XX__AUDIO_1051_IWL_NEU_XX,1,emotion_swap,pending
1051_TSI_NEU_XX,..\..\data\raw\CREMA-D\VideoFlash\1051_TSI_NEU_XX.flv,NEU,neutral,1051,TSI,The surface is slippery,1051_TSI_SAD_XX,..\..\data\raw\CREMA-D\AudioWAV\1051_TSI_SAD_XX.wav,SAD,sad,FAKE_T1_1051_TSI_NEU_XX__AUDIO_1051_TSI_SAD_XX,1,emotion_swap,pending
1051_IWW_DIS_XX,..\..\data\raw\CREMA-D\VideoFlash\1051_IWW_DIS_XX.flv,DIS,disgusted,1051,IWW,I wonder what this is about,1051_IWW_FEA_XX,..\..\data\raw\CREMA-D\AudioWAV\1051_IWW_FEA_XX.wav,FEA,fearful,FAKE_T1_1051_IWW_DIS_XX__AUDIO_1051_IWW_FEA_XX,1,emotion_swap,pending
1051_DFA_HAP_XX,..\..\data\raw\CREMA-D\VideoFlash\1051_DFA_HAP_XX.flv,HAP,happy,1051,DFA,Don't forget a jacket,1051_DFA_NEU_XX,..\..\data\raw\CREMA-D\AudioWAV\1051_DFA_NEU_XX.wav,NEU,neutral,FAKE_T1_1051_DFA_HAP_XX__AUDIO_1051_DFA_NEU_XX,1,emotion_swap,pending
1051_MTI_SAD_XX,..\..\data\raw\CREMA-D\VideoFlash\1051_MTI_SAD_XX.flv,SAD,sad,1051,MTI,Maybe tomorrow it will be cold,1051_MTI_ANG_XX,..\..\data\raw\CREMA-D\AudioWAV\1051_MTI_ANG_XX.wav,ANG,angry,FAKE_T1_1051_MTI_SAD_XX__AUDIO_1051_MTI_ANG_XX,1,emotion_swap,pending
1051_DFA_DIS_XX,..\..\data\raw\CREMA-D\VideoFlash\1051_DFA_DIS_XX.flv,DIS,disgusted,1051,DFA,Don't forget a jacket,1051_DFA_FEA_XX,..\..\data\raw\CREMA-D\AudioWAV\1051_DFA_FEA_XX.wav,FEA,fearful,FAKE_T1_1051_DFA_DIS_XX__AUDIO_1051_DFA_FEA_XX,1,emotion_swap,pending
1051_IWL_FEA_XX,..\..\data\raw\CREMA-D\VideoFlash\1051_IWL_FEA_XX.flv,FEA,fearful,1051,IWL,I would like a new alarm clock,1051_IWL_HAP_XX,..\..\data\raw\CREMA-D\AudioWAV\1051_IWL_HAP_XX.wav,HAP,happy,FAKE_T1_1051_IWL_FEA_XX__AUDIO_1051_IWL_HAP_XX,1,emotion_swap,pending
1051_ITH_SAD_XX,..\..\data\raw\CREMA-D\VideoFlash\1051_ITH_SAD_XX.flv,SAD,sad,1051,ITH,I think I have a doctor's appointment,1051_ITH_ANG_XX,..\..\data\raw\CREMA-D\AudioWAV\1051_ITH_ANG_XX.wav,ANG,angry,FAKE_T1_1051_ITH_SAD_XX__AUDIO_1051_ITH_ANG_XX,1,emotion_swap,pending
1051_DFA_NEU_XX,..\..\data\raw\CREMA-D\VideoFlash\1051_DFA_NEU_XX.flv,NEU,neutral,1051,DFA,Don't forget a jacket,1051_DFA_SAD_XX,..\..\data\raw\CREMA-D\AudioWAV\1051_DFA_SAD_XX.wav,SAD,sad,FAKE_T1_1051_DFA_NEU_XX__AUDIO_1051_DFA_SAD_XX,1,emotion_swap,pending
1051_ITS_ANG_XX,..\..\data\raw\CREMA-D\VideoFlash\1051_ITS_ANG_XX.flv,ANG,angry,1051,ITS,I think I've seen this before,1051_ITS_DIS_XX,..\..\data\raw\CREMA-D\AudioWAV\1051_ITS_DIS_XX.wav,DIS,disgusted,FAKE_T1_1051_ITS_ANG_XX__AUDIO_1051_ITS_DIS_XX,1,emotion_swap,pending
1051_TAI_ANG_XX,..\..\data\raw\CREMA-D\VideoFlash\1051_TAI_ANG_XX.flv,ANG,angry,1051,TAI,The airplane is almost full,1051_TAI_DIS_XX,..\..\data\raw\CREMA-D\AudioWAV\1051_TAI_DIS_XX.wav,DIS,disgusted,FAKE_T1_1051_TAI_ANG_XX__AUDIO_1051_TAI_DIS_XX,1,emotion_swap,pending
1051_TIE_SAD_XX,..\..\data\raw\CREMA-D\VideoFlash\1051_TIE_SAD_XX.flv,SAD,sad,1051,TIE,That is exactly what happened,1051_TIE_ANG_XX,..\..\data\raw\CREMA-D\AudioWAV\1051_TIE_ANG_XX.wav,ANG,angry,FAKE_T1_1051_TIE_SAD_XX__AUDIO_1051_TIE_ANG_XX,1,emotion_swap,pending
1052_WSI_SAD_XX,..\..\data\raw\CREMA-D\VideoFlash\1052_WSI_SAD_XX.flv,SAD,sad,1052,WSI,We'll stop in a couple of minutes,1052_WSI_ANG_XX,..\..\data\raw\CREMA-D\AudioWAV\1052_WSI_ANG_XX.wav,ANG,angry,FAKE_T1_1052_WSI_SAD_XX__AUDIO_1052_WSI_ANG_XX,1,emotion_swap,pending
1052_TAI_ANG_XX,..\..\data\raw\CREMA-D\VideoFlash\1052_TAI_ANG_XX.flv,ANG,angry,1052,TAI,The airplane is almost full,1052_TAI_DIS_XX,..\..\data\raw\CREMA-D\AudioWAV\1052_TAI_DIS_XX.wav,DIS,disgusted,FAKE_T1_1052_TAI_ANG_XX__AUDIO_1052_TAI_DIS_XX,1,emotion_swap,pending
1052_IWW_HAP_XX,..\..\data\raw\CREMA-D\VideoFlash\1052_IWW_HAP_XX.flv,HAP,happy,1052,IWW,I wonder what this is about,1052_IWW_NEU_XX,..\..\data\raw\CREMA-D\AudioWAV\1052_IWW_NEU_XX.wav,NEU,neutral,FAKE_T1_1052_IWW_HAP_XX__AUDIO_1052_IWW_NEU_XX,1,emotion_swap,pending
1052_IWL_NEU_XX,..\..\data\raw\CREMA-D\VideoFlash\1052_IWL_NEU_XX.flv,NEU,neutral,1052,IWL,I would like a new alarm clock,1052_IWL_SAD_XX,..\..\data\raw\CREMA-D\AudioWAV\1052_IWL_SAD_XX.wav,SAD,sad,FAKE_T1_1052_IWL_NEU_XX__AUDIO_1052_IWL_SAD_XX,1,emotion_swap,pending
1052_ITS_ANG_XX,..\..\data\raw\CREMA-D\VideoFlash\1052_ITS_ANG_XX.flv,ANG,angry,1052,ITS,I think I've seen this before,1052_ITS_DIS_XX,..\..\data\raw\CREMA-D\AudioWAV\1052_ITS_DIS_XX.wav,DIS,disgusted,FAKE_T1_1052_ITS_ANG_XX__AUDIO_1052_ITS_DIS_XX,1,emotion_swap,pending
1052_TSI_SAD_XX,..\..\data\raw\CREMA-D\VideoFlash\1052_TSI_SAD_XX.flv,SAD,sad,1052,TSI,The surface is slippery,1052_TSI_ANG_XX,..\..\data\raw\CREMA-D\AudioWAV\1052_TSI_ANG_XX.wav,ANG,angry,FAKE_T1_1052_TSI_SAD_XX__AUDIO_1052_TSI_ANG_XX,1,emotion_swap,pending
1052_WSI_HAP_XX,..\..\data\raw\CREMA-D\VideoFlash\1052_WSI_HAP_XX.flv,HAP,happy,1052,WSI,We'll stop in a couple of minutes,1052_WSI_NEU_XX,..\..\data\raw\CREMA-D\AudioWAV\1052_WSI_NEU_XX.wav,NEU,neutral,FAKE_T1_1052_WSI_HAP_XX__AUDIO_1052_WSI_NEU_XX,1,emotion_swap,pending
1052_DFA_DIS_XX,..\..\data\raw\CREMA-D\VideoFlash\1052_DFA_DIS_XX.flv,DIS,disgusted,1052,DFA,Don't forget a jacket,1052_DFA_FEA_XX,..\..\data\raw\CREMA-D\AudioWAV\1052_DFA_FEA_XX.wav,FEA,fearful,FAKE_T1_1052_DFA_DIS_XX__AUDIO_1052_DFA_FEA_XX,1,emotion_swap,pending
1052_IWW_NEU_XX,..\..\data\raw\CREMA-D\VideoFlash\1052_IWW_NEU_XX.flv,NEU,neutral,1052,IWW,I wonder what this is about,1052_IWW_SAD_XX,..\..\data\raw\CREMA-D\AudioWAV\1052_IWW_SAD_XX.wav,SAD,sad,FAKE_T1_1052_IWW_NEU_XX__AUDIO_1052_IWW_SAD_XX,1,emotion_swap,pending
1052_ITS_FEA_XX,..\..\data\raw\CREMA-D\VideoFlash\1052_ITS_FEA_XX.flv,FEA,fearful,1052,ITS,I think I've seen this before,1052_ITS_HAP_XX,..\..\data\raw\CREMA-D\AudioWAV\1052_ITS_HAP_XX.wav,HAP,happy,FAKE_T1_1052_ITS_FEA_XX__AUDIO_1052_ITS_HAP_XX,1,emotion_swap,pending
1052_ITS_NEU_XX,..\..\data\raw\CREMA-D\VideoFlash\1052_ITS_NEU_XX.flv,NEU,neutral,1052,ITS,I think I've seen this before,1052_ITS_SAD_XX,..\..\data\raw\CREMA-D\AudioWAV\1052_ITS_SAD_XX.wav,SAD,sad,FAKE_T1_1052_ITS_NEU_XX__AUDIO_1052_ITS_SAD_XX,1,emotion_swap,pending
1052_TIE_HAP_XX,..\..\data\raw\CREMA-D\VideoFlash\1052_TIE_HAP_XX.flv,HAP,happy,1052,TIE,That is exactly what happened,1052_TIE_NEU_XX,..\..\data\raw\CREMA-D\AudioWAV\1052_TIE_NEU_XX.wav,NEU,neutral,FAKE_T1_1052_TIE_HAP_XX__AUDIO_1052_TIE_NEU_XX,1,emotion_swap,pending
