clip_id,source_pipeline,fake_label,speaker_id,audio_emotion,visual_emotion,sarcasm_label,has_z_at,has_z_v,is_ready_for_training,video_path,z_at_path,z_v_path
mud6tEqFiEM_000,mosei_real,0,mosei_mud6tEqFiEM_000,,,-1,1,1,1,D:\Documents\Programming\Thesis_G10\data\raw\CMU-MOSEI\segments\mud6tEqFiEM_000.mp4,data\preprocessed\features\z_at\mud6tEqFiEM_000.pt,data\preprocessed\features\z_v\mud6tEqFiEM_000.pt
test_dia213_utt4,meld_real,0,meld_Chandler,neutral,neutral,-1,1,1,1,data\raw\MELD\MELD-RAW\MELD.Raw\test\output_repeated_splits_test\dia213_utt4.mp4,data\preprocessed\features\z_at\test_dia213_utt4.pt,data\preprocessed\features\z_v\test_dia213_utt4.pt
O3whFU2lAAk_003,mosei_real,0,mosei_O3whFU2lAAk_003,,,-1,1,1,1,D:\Documents\Programming\Thesis_G10\data\raw\CMU-MOSEI\segments\O3whFU2lAAk_003.mp4,data\preprocessed\features\z_at\O3whFU2lAAk_003.pt,data\preprocessed\features\z_v\O3whFU2lAAk_003.pt
FAKE_T3_1055_IEO_SAD_MD__AUDIO_1055_IEO_ANG_MD_sadtalker,track3,1,crema_1055,ANG,SAD,-1,1,1,1,,data\preprocessed\features\z_at\FAKE_T3_1055_IEO_SAD_MD__AUDIO_1055_IEO_ANG_MD_sadtalker.pt,data\preprocessed\features\z_v\FAKE_T3_1055_IEO_SAD_MD__AUDIO_1055_IEO_ANG_MD_sadtalker.pt
train_dia831_utt5,meld_real,0,meld_Ross,anger,anger,-1,1,1,1,data\raw\MELD\MELD-RAW\MELD.Raw\train\train_splits\dia831_utt5.mp4,data\preprocessed\features\z_at\train_dia831_utt5.pt,data\preprocessed\features\z_v\train_dia831_utt5.pt
train_dia720_utt13,meld_real,0,meld_Joey,neutral,neutral,-1,1,1,1,data\raw\MELD\MELD-RAW\MELD.Raw\train\train_splits\dia720_utt13.mp4,data\preprocessed\features\z_at\train_dia720_utt13.pt,data\preprocessed\features\z_v\train_dia720_utt13.pt
QpchvHpGFc8_002,mosei_real,0,mosei_QpchvHpGFc8_002,,,-1,1,1,1,D:\Documents\Programming\Thesis_G10\data\raw\CMU-MOSEI\segments\QpchvHpGFc8_002.mp4,data\preprocessed\features\z_at\QpchvHpGFc8_002.pt,data\preprocessed\features\z_v\QpchvHpGFc8_002.pt
FmIS69vB12I_011,mosei_real,0,mosei_FmIS69vB12I_011,,,-1,1,1,1,D:\Documents\Programming\Thesis_G10\data\raw\CMU-MOSEI\segments\FmIS69vB12I_011.mp4,data\preprocessed\features\z_at\FmIS69vB12I_011.pt,data\preprocessed\features\z_v\FmIS69vB12I_011.pt
QCR7uyowjhM_002,mosei_real,0,mosei_QCR7uyowjhM_002,,,-1,1,1,1,D:\Documents\Programming\Thesis_G10\data\raw\CMU-MOSEI\segments\QCR7uyowjhM_002.mp4,data\preprocessed\features\z_at\QCR7uyowjhM_002.pt,data\preprocessed\features\z_v\QCR7uyowjhM_002.pt
train_dia476_utt8,meld_real,0,meld_Monica,neutral,neutral,-1,1,1,1,data\raw\MELD\MELD-RAW\MELD.Raw\train\train_splits\dia476_utt8.mp4,data\preprocessed\features\z_at\train_dia476_utt8.pt,data\preprocessed\features\z_v\train_dia476_utt8.pt
dev_dia47_utt9,meld_real,0,meld_Ross,neutral,neutral,-1,1,1,1,data\raw\MELD\MELD-RAW\MELD.Raw\dev\dev_splits_complete\dia47_utt9.mp4,data\preprocessed\features\z_at\dev_dia47_utt9.pt,data\preprocessed\features\z_v\dev_dia47_utt9.pt
l8LTcZJ-_8k_008,mosei_real,0,mosei_l8LTcZJ-_8k_008,,,-1,1,1,1,D:\Documents\Programming\Thesis_G10\data\raw\CMU-MOSEI\segments\l8LTcZJ-_8k_008.mp4,data\preprocessed\features\z_at\l8LTcZJ-_8k_008.pt,data\preprocessed\features\z_v\l8LTcZJ-_8k_008.pt
FAKE_T3_1025_TIE_SAD_XX__AUDIO_1025_TIE_ANG_XX_sadtalker,track3,1,crema_1025,ANG,SAD,-1,1,1,1,,data\preprocessed\features\z_at\FAKE_T3_1025_TIE_SAD_XX__AUDIO_1025_TIE_ANG_XX_sadtalker.pt,data\preprocessed\features\z_v\FAKE_T3_1025_TIE_SAD_XX__AUDIO_1025_TIE_ANG_XX_sadtalker.pt
aDvgbBqTWWE_001,mosei_real,0,mosei_aDvgbBqTWWE_001,,,-1,1,1,1,D:\Documents\Programming\Thesis_G10\data\raw\CMU-MOSEI\segments\aDvgbBqTWWE_001.mp4,data\preprocessed\features\z_at\aDvgbBqTWWE_001.pt,data\preprocessed\features\z_v\aDvgbBqTWWE_001.pt
FAKE_T2_1005_WSI_FEA_XX__AUDIO_1005_WSI_HAP_XX_wav2lip,track2,1,crema_1005,HAP,FEA,-1,1,1,1,,data\preprocessed\features\z_at\FAKE_T2_1005_WSI_FEA_XX__AUDIO_1005_WSI_HAP_XX_wav2lip.pt,data\preprocessed\features\z_v\FAKE_T2_1005_WSI_FEA_XX__AUDIO_1005_WSI_HAP_XX_wav2lip.pt
VAFdgtqZz4g_001,mosei_real,0,mosei_VAFdgtqZz4g_001,,,-1,1,1,1,D:\Documents\Programming\Thesis_G10\data\raw\CMU-MOSEI\segments\VAFdgtqZz4g_001.mp4,data\preprocessed\features\z_at\VAFdgtqZz4g_001.pt,data\preprocessed\features\z_v\VAFdgtqZz4g_001.pt
FAKE_T3_1025_MTI_DIS_XX__AUDIO_1025_MTI_FEA_XX_sadtalker,track3,1,crema_1025,FEA,DIS,-1,1,1,1,,data\preprocessed\features\z_at\FAKE_T3_1025_MTI_DIS_XX__AUDIO_1025_MTI_FEA_XX_sadtalker.pt,data\preprocessed\features\z_v\FAKE_T3_1025_MTI_DIS_XX__AUDIO_1025_MTI_FEA_XX_sadtalker.pt
hCFV5VLgS0A_002,mosei_real,0,mosei_hCFV5VLgS0A_002,,,-1,1,1,1,D:\Documents\Programming\Thesis_G10\data\raw\CMU-MOSEI\segments\hCFV5VLgS0A_002.mp4,data\preprocessed\features\z_at\hCFV5VLgS0A_002.pt,data\preprocessed\features\z_v\hCFV5VLgS0A_002.pt
FAKE_T1_1025_MTI_NEU_XX__AUDIO_1025_MTI_SAD_XX_styletts,track1,1,crema_1025,SAD,NEU,-1,1,1,1,,data\preprocessed\features\z_at\FAKE_T1_1025_MTI_NEU_XX__AUDIO_1025_MTI_SAD_XX_styletts.pt,data\preprocessed\features\z_v\FAKE_T1_1025_MTI_NEU_XX__AUDIO_1025_MTI_SAD_XX_styletts.pt
7rMLN0KKE5k_013,mosei_real,0,mosei_7rMLN0KKE5k_013,,,-1,1,1,1,D:\Documents\Programming\Thesis_G10\data\raw\CMU-MOSEI\segments\7rMLN0KKE5k_013.mp4,data\preprocessed\features\z_at\7rMLN0KKE5k_013.pt,data\preprocessed\features\z_v\7rMLN0KKE5k_013.pt
train_dia429_utt7,meld_real,0,meld_Lorraine,neutral,neutral,-1,1,1,1,data\raw\MELD\MELD-RAW\MELD.Raw\train\train_splits\dia429_utt7.mp4,data\preprocessed\features\z_at\train_dia429_utt7.pt,data\preprocessed\features\z_v\train_dia429_utt7.pt
FAKE_T1_1076_IWL_HAP_XX__AUDIO_1076_IWL_NEU_XX_styletts,track1,1,crema_1076,NEU,HAP,-1,1,1,1,,data\preprocessed\features\z_at\FAKE_T1_1076_IWL_HAP_XX__AUDIO_1076_IWL_NEU_XX_styletts.pt,data\preprocessed\features\z_v\FAKE_T1_1076_IWL_HAP_XX__AUDIO_1076_IWL_NEU_XX_styletts.pt
Y6zyM1nDhN0_002,mosei_real,0,mosei_Y6zyM1nDhN0_002,,,-1,1,1,1,D:\Documents\Programming\Thesis_G10\data\raw\CMU-MOSEI\segments\Y6zyM1nDhN0_002.mp4,data\preprocessed\features\z_at\Y6zyM1nDhN0_002.pt,data\preprocessed\features\z_v\Y6zyM1nDhN0_002.pt
UjqA6KVW2m8_000,mosei_real,0,mosei_UjqA6KVW2m8_000,,,-1,1,1,1,D:\Documents\Programming\Thesis_G10\data\raw\CMU-MOSEI\segments\UjqA6KVW2m8_000.mp4,data\preprocessed\features\z_at\UjqA6KVW2m8_000.pt,data\preprocessed\features\z_v\UjqA6KVW2m8_000.pt
FAKE_T3_1039_IOM_FEA_XX__AUDIO_1039_IOM_HAP_XX_sadtalker,track3,1,crema_1039,HAP,FEA,-1,1,1,1,,data\preprocessed\features\z_at\FAKE_T3_1039_IOM_FEA_XX__AUDIO_1039_IOM_HAP_XX_sadtalker.pt,data\preprocessed\features\z_v\FAKE_T3_1039_IOM_FEA_XX__AUDIO_1039_IOM_HAP_XX_sadtalker.pt
FAKE_T3_1044_TAI_SAD_XX__AUDIO_1044_TAI_ANG_XX_sadtalker,track3,1,crema_1044,ANG,SAD,-1,1,1,1,,data\preprocessed\features\z_at\FAKE_T3_1044_TAI_SAD_XX__AUDIO_1044_TAI_ANG_XX_sadtalker.pt,data\preprocessed\features\z_v\FAKE_T3_1044_TAI_SAD_XX__AUDIO_1044_TAI_ANG_XX_sadtalker.pt
7ifnoHhrMtA_000,mosei_real,0,mosei_7ifnoHhrMtA_000,,,-1,1,1,1,D:\Documents\Programming\Thesis_G10\data\raw\CMU-MOSEI\segments\7ifnoHhrMtA_000.mp4,data\preprocessed\features\z_at\7ifnoHhrMtA_000.pt,data\preprocessed\features\z_v\7ifnoHhrMtA_000.pt
train_dia324_utt2,meld_real,0,meld_Joey,neutral,neutral,-1,1,1,1,data\raw\MELD\MELD-RAW\MELD.Raw\train\train_splits\dia324_utt2.mp4,data\preprocessed\features\z_at\train_dia324_utt2.pt,data\preprocessed\features\z_v\train_dia324_utt2.pt
train_dia897_utt0,meld_real,0,meld_Monica,anger,anger,-1,1,1,1,data\raw\MELD\MELD-RAW\MELD.Raw\train\train_splits\dia897_utt0.mp4,data\preprocessed\features\z_at\train_dia897_utt0.pt,data\preprocessed\features\z_v\train_dia897_utt0.pt
FAKE_T2_1044_IWL_NEU_XX__AUDIO_1044_IWL_SAD_XX_wav2lip,track2,1,crema_1044,SAD,NEU,-1,1,1,1,,data\preprocessed\features\z_at\FAKE_T2_1044_IWL_NEU_XX__AUDIO_1044_IWL_SAD_XX_wav2lip.pt,data\preprocessed\features\z_v\FAKE_T2_1044_IWL_NEU_XX__AUDIO_1044_IWL_SAD_XX_wav2lip.pt
FAKE_T3_1028_IEO_FEA_HI__AUDIO_1028_IEO_HAP_HI_sadtalker,track3,1,crema_1028,HAP,FEA,-1,1,1,1,,data\preprocessed\features\z_at\FAKE_T3_1028_IEO_FEA_HI__AUDIO_1028_IEO_HAP_HI_sadtalker.pt,data\preprocessed\features\z_v\FAKE_T3_1028_IEO_FEA_HI__AUDIO_1028_IEO_HAP_HI_sadtalker.pt
FAKE_T2_1086_IEO_SAD_HI__AUDIO_1086_IEO_ANG_HI_wav2lip,track2,1,crema_1086,ANG,SAD,-1,1,1,1,,data\preprocessed\features\z_at\FAKE_T2_1086_IEO_SAD_HI__AUDIO_1086_IEO_ANG_HI_wav2lip.pt,data\preprocessed\features\z_v\FAKE_T2_1086_IEO_SAD_HI__AUDIO_1086_IEO_ANG_HI_wav2lip.pt
train_dia1029_utt12,meld_real,0,meld_Rachel,neutral,neutral,-1,1,1,1,data\raw\MELD\MELD-RAW\MELD.Raw\train\train_splits\dia1029_utt12.mp4,data\preprocessed\features\z_at\train_dia1029_utt12.pt,data\preprocessed\features\z_v\train_dia1029_utt12.pt
TSDC7CCyeGY_003,mosei_real,0,mosei_TSDC7CCyeGY_003,,,-1,1,1,1,D:\Documents\Programming\Thesis_G10\data\raw\CMU-MOSEI\segments\TSDC7CCyeGY_003.mp4,data\preprocessed\features\z_at\TSDC7CCyeGY_003.pt,data\preprocessed\features\z_v\TSDC7CCyeGY_003.pt
PboaYD5hlG8_002,mosei_real,0,mosei_PboaYD5hlG8_002,,,-1,1,1,1,D:\Documents\Programming\Thesis_G10\data\raw\CMU-MOSEI\segments\PboaYD5hlG8_002.mp4,data\preprocessed\features\z_at\PboaYD5hlG8_002.pt,data\preprocessed\features\z_v\PboaYD5hlG8_002.pt
FAKE_T3_1089_IWW_ANG_XX__AUDIO_1089_IWW_DIS_XX_sadtalker,track3,1,crema_1089,DIS,ANG,-1,1,1,1,,data\preprocessed\features\z_at\FAKE_T3_1089_IWW_ANG_XX__AUDIO_1089_IWW_DIS_XX_sadtalker.pt,data\preprocessed\features\z_v\FAKE_T3_1089_IWW_ANG_XX__AUDIO_1089_IWW_DIS_XX_sadtalker.pt
train_dia938_utt7,meld_real,0,meld_Joey,neutral,neutral,-1,1,1,1,data\raw\MELD\MELD-RAW\MELD.Raw\train\train_splits\dia938_utt7.mp4,data\preprocessed\features\z_at\train_dia938_utt7.pt,data\preprocessed\features\z_v\train_dia938_utt7.pt
1_11699,mustard,-1,mustard_RAJ,,,1,1,1,1,D:\Documents\Programming\Thesis_G10\data\raw\MUStARD\raw_data\utterances_final\1_11699.mp4,data\preprocessed\features\z_at\1_11699.pt,data\preprocessed\features\z_v\1_11699.pt
XyBU_gZtU0M_013,mosei_real,0,mosei_XyBU_gZtU0M_013,,,-1,1,1,1,D:\Documents\Programming\Thesis_G10\data\raw\CMU-MOSEI\segments\XyBU_gZtU0M_013.mp4,data\preprocessed\features\z_at\XyBU_gZtU0M_013.pt,data\preprocessed\features\z_v\XyBU_gZtU0M_013.pt
Ob8vPQCPDX0_005,mosei_real,0,mosei_Ob8vPQCPDX0_005,,,-1,1,1,1,D:\Documents\Programming\Thesis_G10\data\raw\CMU-MOSEI\segments\Ob8vPQCPDX0_005.mp4,data\preprocessed\features\z_at\Ob8vPQCPDX0_005.pt,data\preprocessed\features\z_v\Ob8vPQCPDX0_005.pt
39lcRCFvV-s_038,mosei_real,0,mosei_39lcRCFvV-s_038,,,-1,1,1,1,D:\Documents\Programming\Thesis_G10\data\raw\CMU-MOSEI\segments\39lcRCFvV-s_038.mp4,data\preprocessed\features\z_at\39lcRCFvV-s_038.pt,data\preprocessed\features\z_v\39lcRCFvV-s_038.pt
train_dia251_utt1,meld_real,0,meld_Rachel,neutral,neutral,-1,1,1,1,data\raw\MELD\MELD-RAW\MELD.Raw\train\train_splits\dia251_utt1.mp4,data\preprocessed\features\z_at\train_dia251_utt1.pt,data\preprocessed\features\z_v\train_dia251_utt1.pt
FAKE_T3_1080_IEO_NEU_XX__AUDIO_1080_IEO_SAD_HI_sadtalker,track3,1,crema_1080,SAD,NEU,-1,1,1,1,,data\preprocessed\features\z_at\FAKE_T3_1080_IEO_NEU_XX__AUDIO_1080_IEO_SAD_HI_sadtalker.pt,data\preprocessed\features\z_v\FAKE_T3_1080_IEO_NEU_XX__AUDIO_1080_IEO_SAD_HI_sadtalker.pt
1_3545,mustard,-1,mustard_HOWARD,,,1,1,1,1,D:\Documents\Programming\Thesis_G10\data\raw\MUStARD\raw_data\utterances_final\1_3545.mp4,data\preprocessed\features\z_at\1_3545.pt,data\preprocessed\features\z_v\1_3545.pt
FAKE_T2_1005_WSI_HAP_XX__AUDIO_1005_WSI_NEU_XX_wav2lip,track2,1,crema_1005,NEU,HAP,-1,1,1,1,,data\preprocessed\features\z_at\FAKE_T2_1005_WSI_HAP_XX__AUDIO_1005_WSI_NEU_XX_wav2lip.pt,data\preprocessed\features\z_v\FAKE_T2_1005_WSI_HAP_XX__AUDIO_1005_WSI_NEU_XX_wav2lip.pt
FAKE_T3_1091_DFA_HAP_XX__AUDIO_1091_DFA_NEU_XX_sadtalker,track3,1,crema_1091,NEU,HAP,-1,1,1,1,,data\preprocessed\features\z_at\FAKE_T3_1091_DFA_HAP_XX__AUDIO_1091_DFA_NEU_XX_sadtalker.pt,data\preprocessed\features\z_v\FAKE_T3_1091_DFA_HAP_XX__AUDIO_1091_DFA_NEU_XX_sadtalker.pt
train_dia869_utt10,meld_real,0,meld_Chandler,disgust,disgust,-1,1,1,1,data\raw\MELD\MELD-RAW\MELD.Raw\train\train_splits\dia869_utt10.mp4,data\preprocessed\features\z_at\train_dia869_utt10.pt,data\preprocessed\features\z_v\train_dia869_utt10.pt
yKdIZR5xfcc_006,mosei_real,0,mosei_yKdIZR5xfcc_006,,,-1,1,1,1,D:\Documents\Programming\Thesis_G10\data\raw\CMU-MOSEI\segments\yKdIZR5xfcc_006.mp4,data\preprocessed\features\z_at\yKdIZR5xfcc_006.pt,data\preprocessed\features\z_v\yKdIZR5xfcc_006.pt
FAKE_T2_1049_IWW_HAP_XX__AUDIO_1049_IWW_NEU_XX_wav2lip,track2,1,crema_1049,NEU,HAP,-1,1,1,1,,data\preprocessed\features\z_at\FAKE_T2_1049_IWW_HAP_XX__AUDIO_1049_IWW_NEU_XX_wav2lip.pt,data\preprocessed\features\z_v\FAKE_T2_1049_IWW_HAP_XX__AUDIO_1049_IWW_NEU_XX_wav2lip.pt
3wHE78v9zr4_000,mosei_real,0,mosei_3wHE78v9zr4_000,,,-1,1,1,1,D:\Documents\Programming\Thesis_G10\data\raw\CMU-MOSEI\segments\3wHE78v9zr4_000.mp4,data\preprocessed\features\z_at\3wHE78v9zr4_000.pt,data\preprocessed\features\z_v\3wHE78v9zr4_000.pt
FAKE_T3_1088_MTI_FEA_XX__AUDIO_1088_MTI_HAP_XX_sadtalker,track3,1,crema_1088,HAP,FEA,-1,1,1,1,,data\preprocessed\features\z_at\FAKE_T3_1088_MTI_FEA_XX__AUDIO_1088_MTI_HAP_XX_sadtalker.pt,data\preprocessed\features\z_v\FAKE_T3_1088_MTI_FEA_XX__AUDIO_1088_MTI_HAP_XX_sadtalker.pt
2_168,mustard,-1,mustard_CHANDLER,,,1,1,1,1,D:\Documents\Programming\Thesis_G10\data\raw\MUStARD\raw_data\utterances_final\2_168.mp4,data\preprocessed\features\z_at\2_168.pt,data\preprocessed\features\z_v\2_168.pt
test_dia115_utt1,meld_real,0,meld_Ross,neutral,neutral,-1,1,1,1,data\raw\MELD\MELD-RAW\MELD.Raw\test\output_repeated_splits_test\dia115_utt1.mp4,data\preprocessed\features\z_at\test_dia115_utt1.pt,data\preprocessed\features\z_v\test_dia115_utt1.pt
2_473,mustard,-1,mustard_PERSON,,,0,1,1,1,D:\Documents\Programming\Thesis_G10\data\raw\MUStARD\raw_data\utterances_final\2_473.mp4,data\preprocessed\features\z_at\2_473.pt,data\preprocessed\features\z_v\2_473.pt
test_dia104_utt0,meld_real,0,meld_Joey,joy,joy,-1,1,1,1,data\raw\MELD\MELD-RAW\MELD.Raw\test\output_repeated_splits_test\dia104_utt0.mp4,data\preprocessed\features\z_at\test_dia104_utt0.pt,data\preprocessed\features\z_v\test_dia104_utt0.pt
FAKE_T3_1047_IWW_HAP_XX__AUDIO_1047_IWW_NEU_XX_sadtalker,track3,1,crema_1047,NEU,HAP,-1,1,1,1,,data\preprocessed\features\z_at\FAKE_T3_1047_IWW_HAP_XX__AUDIO_1047_IWW_NEU_XX_sadtalker.pt,data\preprocessed\features\z_v\FAKE_T3_1047_IWW_HAP_XX__AUDIO_1047_IWW_NEU_XX_sadtalker.pt
lKTeLK8nq8w_001,mosei_real,0,mosei_lKTeLK8nq8w_001,,,-1,1,1,1,D:\Documents\Programming\Thesis_G10\data\raw\CMU-MOSEI\segments\lKTeLK8nq8w_001.mp4,data\preprocessed\features\z_at\lKTeLK8nq8w_001.pt,data\preprocessed\features\z_v\lKTeLK8nq8w_001.pt
FAKE_T2_1009_TSI_DIS_XX__AUDIO_1009_TSI_FEA_XX_wav2lip,track2,1,crema_1009,FEA,DIS,-1,1,1,1,,data\preprocessed\features\z_at\FAKE_T2_1009_TSI_DIS_XX__AUDIO_1009_TSI_FEA_XX_wav2lip.pt,data\preprocessed\features\z_v\FAKE_T2_1009_TSI_DIS_XX__AUDIO_1009_TSI_FEA_XX_wav2lip.pt
FAKE_T3_1024_TAI_HAP_XX__AUDIO_1024_TAI_NEU_XX_sadtalker,track3,1,crema_1024,NEU,HAP,-1,1,1,1,,data\preprocessed\features\z_at\FAKE_T3_1024_TAI_HAP_XX__AUDIO_1024_TAI_NEU_XX_sadtalker.pt,data\preprocessed\features\z_v\FAKE_T3_1024_TAI_HAP_XX__AUDIO_1024_TAI_NEU_XX_sadtalker.pt
2_463,mustard,-1,mustard_JOEY,,,0,1,1,1,D:\Documents\Programming\Thesis_G10\data\raw\MUStARD\raw_data\utterances_final\2_463.mp4,data\preprocessed\features\z_at\2_463.pt,data\preprocessed\features\z_v\2_463.pt
FAKE_T2_1031_TAI_ANG_XX__AUDIO_1031_TAI_DIS_XX_wav2lip,track2,1,crema_1031,DIS,ANG,-1,1,1,1,,data\preprocessed\features\z_at\FAKE_T2_1031_TAI_ANG_XX__AUDIO_1031_TAI_DIS_XX_wav2lip.pt,data\preprocessed\features\z_v\FAKE_T2_1031_TAI_ANG_XX__AUDIO_1031_TAI_DIS_XX_wav2lip.pt
train_dia1019_utt2,meld_real,0,meld_Monica,neutral,neutral,-1,1,1,1,data\raw\MELD\MELD-RAW\MELD.Raw\train\train_splits\dia1019_utt2.mp4,data\preprocessed\features\z_at\train_dia1019_utt2.pt,data\preprocessed\features\z_v\train_dia1019_utt2.pt
cn0WZ8-0Z1Y_000,mosei_real,0,mosei_cn0WZ8-0Z1Y_000,,,-1,1,1,1,D:\Documents\Programming\Thesis_G10\data\raw\CMU-MOSEI\segments\cn0WZ8-0Z1Y_000.mp4,data\preprocessed\features\z_at\cn0WZ8-0Z1Y_000.pt,data\preprocessed\features\z_v\cn0WZ8-0Z1Y_000.pt
train_dia676_utt8,meld_real,0,meld_Rachel,neutral,neutral,-1,1,1,1,data\raw\MELD\MELD-RAW\MELD.Raw\train\train_splits\dia676_utt8.mp4,data\preprocessed\features\z_at\train_dia676_utt8.pt,data\preprocessed\features\z_v\train_dia676_utt8.pt
FAKE_T3_1069_IOM_NEU_XX__AUDIO_1069_IOM_SAD_XX_sadtalker,track3,1,crema_1069,SAD,NEU,-1,1,1,1,,data\preprocessed\features\z_at\FAKE_T3_1069_IOM_NEU_XX__AUDIO_1069_IOM_SAD_XX_sadtalker.pt,data\preprocessed\features\z_v\FAKE_T3_1069_IOM_NEU_XX__AUDIO_1069_IOM_SAD_XX_sadtalker.pt
train_dia630_utt12,meld_real,0,meld_Joey,neutral,neutral,-1,1,1,1,data\raw\MELD\MELD-RAW\MELD.Raw\train\train_splits\dia630_utt12.mp4,data\preprocessed\features\z_at\train_dia630_utt12.pt,data\preprocessed\features\z_v\train_dia630_utt12.pt
FAKE_T3_1028_IOM_HAP_XX__AUDIO_1028_IOM_NEU_XX_sadtalker,track3,1,crema_1028,NEU,HAP,-1,1,1,1,,data\preprocessed\features\z_at\FAKE_T3_1028_IOM_HAP_XX__AUDIO_1028_IOM_NEU_XX_sadtalker.pt,data\preprocessed\features\z_v\FAKE_T3_1028_IOM_HAP_XX__AUDIO_1028_IOM_NEU_XX_sadtalker.pt
FAKE_T2_1082_IWW_FEA_XX__AUDIO_1082_IWW_HAP_XX_wav2lip,track2,1,crema_1082,HAP,FEA,-1,1,1,1,,data\preprocessed\features\z_at\FAKE_T2_1082_IWW_FEA_XX__AUDIO_1082_IWW_HAP_XX_wav2lip.pt,data\preprocessed\features\z_v\FAKE_T2_1082_IWW_FEA_XX__AUDIO_1082_IWW_HAP_XX_wav2lip.pt
SLi2gT5H6m8_001,mosei_real,0,mosei_SLi2gT5H6m8_001,,,-1,1,1,1,D:\Documents\Programming\Thesis_G10\data\raw\CMU-MOSEI\segments\SLi2gT5H6m8_001.mp4,data\preprocessed\features\z_at\SLi2gT5H6m8_001.pt,data\preprocessed\features\z_v\SLi2gT5H6m8_001.pt
FAKE_T3_1036_IWW_ANG_XX__AUDIO_1036_IWW_DIS_XX_sadtalker,track3,1,crema_1036,DIS,ANG,-1,1,1,1,,data\preprocessed\features\z_at\FAKE_T3_1036_IWW_ANG_XX__AUDIO_1036_IWW_DIS_XX_sadtalker.pt,data\preprocessed\features\z_v\FAKE_T3_1036_IWW_ANG_XX__AUDIO_1036_IWW_DIS_XX_sadtalker.pt
2_392,mustard,-1,mustard_CHANDLER,,,1,1,1,1,D:\Documents\Programming\Thesis_G10\data\raw\MUStARD\raw_data\utterances_final\2_392.mp4,data\preprocessed\features\z_at\2_392.pt,data\preprocessed\features\z_v\2_392.pt
lwL4hjhkid4_000,mosei_real,0,mosei_lwL4hjhkid4_000,,,-1,1,1,1,D:\Documents\Programming\Thesis_G10\data\raw\CMU-MOSEI\segments\lwL4hjhkid4_000.mp4,data\preprocessed\features\z_at\lwL4hjhkid4_000.pt,data\preprocessed\features\z_v\lwL4hjhkid4_000.pt
Y2F51I-dzAg_003,mosei_real,0,mosei_Y2F51I-dzAg_003,,,-1,1,1,1,D:\Documents\Programming\Thesis_G10\data\raw\CMU-MOSEI\segments\Y2F51I-dzAg_003.mp4,data\preprocessed\features\z_at\Y2F51I-dzAg_003.pt,data\preprocessed\features\z_v\Y2F51I-dzAg_003.pt
ky7Q5onqxGw_002,mosei_real,0,mosei_ky7Q5onqxGw_002,,,-1,1,1,1,D:\Documents\Programming\Thesis_G10\data\raw\CMU-MOSEI\segments\ky7Q5onqxGw_002.mp4,data\preprocessed\features\z_at\ky7Q5onqxGw_002.pt,data\preprocessed\features\z_v\ky7Q5onqxGw_002.pt
FAKE_T3_1083_MTI_SAD_XX__AUDIO_1083_MTI_ANG_XX_sadtalker,track3,1,crema_1083,ANG,SAD,-1,1,1,1,,data\preprocessed\features\z_at\FAKE_T3_1083_MTI_SAD_XX__AUDIO_1083_MTI_ANG_XX_sadtalker.pt,data\preprocessed\features\z_v\FAKE_T3_1083_MTI_SAD_XX__AUDIO_1083_MTI_ANG_XX_sadtalker.pt
cR_KQlNhoNE_005,mosei_real,0,mosei_cR_KQlNhoNE_005,,,-1,1,1,1,D:\Documents\Programming\Thesis_G10\data\raw\CMU-MOSEI\segments\cR_KQlNhoNE_005.mp4,data\preprocessed\features\z_at\cR_KQlNhoNE_005.pt,data\preprocessed\features\z_v\cR_KQlNhoNE_005.pt
train_dia168_utt14,meld_real,0,meld_Ross,neutral,neutral,-1,1,1,1,data\raw\MELD\MELD-RAW\MELD.Raw\train\train_splits\dia168_utt14.mp4,data\preprocessed\features\z_at\train_dia168_utt14.pt,data\preprocessed\features\z_v\train_dia168_utt14.pt
train_dia103_utt7,meld_real,0,meld_Ross,joy,joy,-1,1,1,1,data\raw\MELD\MELD-RAW\MELD.Raw\train\train_splits\dia103_utt7.mp4,data\preprocessed\features\z_at\train_dia103_utt7.pt,data\preprocessed\features\z_v\train_dia103_utt7.pt
Cj7R36s4dbM_002,mosei_real,0,mosei_Cj7R36s4dbM_002,,,-1,1,1,1,D:\Documents\Programming\Thesis_G10\data\raw\CMU-MOSEI\segments\Cj7R36s4dbM_002.mp4,data\preprocessed\features\z_at\Cj7R36s4dbM_002.pt,data\preprocessed\features\z_v\Cj7R36s4dbM_002.pt
train_dia884_utt16,meld_real,0,meld_Chandler,neutral,neutral,-1,1,1,1,data\raw\MELD\MELD-RAW\MELD.Raw\train\train_splits\dia884_utt16.mp4,data\preprocessed\features\z_at\train_dia884_utt16.pt,data\preprocessed\features\z_v\train_dia884_utt16.pt
FAKE_T1_1090_IWW_FEA_XX__AUDIO_1090_IWW_HAP_XX_styletts,track1,1,crema_1090,HAP,FEA,-1,1,1,1,,data\preprocessed\features\z_at\FAKE_T1_1090_IWW_FEA_XX__AUDIO_1090_IWW_HAP_XX_styletts.pt,data\preprocessed\features\z_v\FAKE_T1_1090_IWW_FEA_XX__AUDIO_1090_IWW_HAP_XX_styletts.pt
