path,label,source,speaker_id,sarcasm_label,audio_emotion_label,visual_emotion_label
D:\Documents\Programming\Thesis_G10\data\synthetic\track2_fakes\videos\FAKE_T2_1071_WSI_HAP_XX__AUDIO_1071_WSI_NEU_XX_wav2lip.mp4,1,track2,crema_1071,-1,,
D:\Documents\Programming\Thesis_G10\data\synthetic\track2_fakes\videos\FAKE_T2_1068_MTI_ANG_XX__AUDIO_1068_MTI_DIS_XX_wav2lip.mp4,1,track2,crema_1068,-1,,
D:\Documents\Programming\Thesis_G10\data\synthetic\track1_fakes\videos\FAKE_T1_1059_IEO_NEU_XX__AUDIO_1059_IEO_SAD_HI_styletts.mp4,1,track1,crema_1059,-1,,
D:\Documents\Programming\Thesis_G10\data\raw\CMU-MOSEI\segments\6ng8CZ0ULK4_003.mp4,0,cmumosei_real,mosei_6ng8CZ0ULK4,-1,happy,happy
D:\Documents\Programming\Thesis_G10\data\synthetic\track2_fakes\videos\FAKE_T2_1080_TSI_FEA_XX__AUDIO_1080_TSI_HAP_XX_wav2lip.mp4,1,track2,crema_1080,-1,,
D:\Documents\Programming\Thesis_G10\data\synthetic\track1_fakes\videos\FAKE_T1_1023_IEO_FEA_HI__AUDIO_1023_IEO_HAP_HI_styletts.mp4,1,track1,crema_1023,-1,,
D:\Documents\Programming\Thesis_G10\data\synthetic\track2_fakes\videos\FAKE_T2_1052_MTI_ANG_XX__AUDIO_1052_MTI_DIS_XX_wav2lip.mp4,1,track2,crema_1052,-1,,
D:\Documents\Programming\Thesis_G10\data\synthetic\track1_fakes\videos\FAKE_T1_1035_MTI_DIS_XX__AUDIO_1035_MTI_FEA_XX_styletts.mp4,1,track1,crema_1035,-1,,
data\raw\MELD\MELD-RAW\MELD.Raw\train\train_splits\dia791_utt8.mp4,0,meld_real,meld_joey,-1,neutral,neutral
data\raw\MELD\MELD-RAW\MELD.Raw\test\output_repeated_splits_test\dia157_utt7.mp4,0,meld_real,meld_joey,-1,neutral,neutral
data\raw\MELD\MELD-RAW\MELD.Raw\train\train_splits\dia5_utt2.mp4,0,meld_real,meld_phoebe,-1,neutral,neutral
D:\Documents\Programming\Thesis_G10\data\synthetic\track1_fakes\videos\FAKE_T1_1004_ITH_ANG_XX__AUDIO_1004_ITH_DIS_XX_styletts.mp4,1,track1,crema_1004,-1,,
D:\Documents\Programming\Thesis_G10\data\raw\CMU-MOSEI\segments\8XZszYrUSCQ_002.mp4,0,cmumosei_real,mosei_8XZszYrUSCQ,-1,happy,happy
data\raw\MELD\MELD-RAW\MELD.Raw\train\train_splits\dia183_utt18.mp4,0,meld_real,meld_duncan,-1,neutral,neutral
D:\Documents\Programming\Thesis_G10\data\raw\CMU-MOSEI\segments\3sUS8vXbRwg_004.mp4,0,cmumosei_real,mosei_3sUS8vXbRwg,-1,happy,happy
D:\Documents\Programming\Thesis_G10\data\raw\CMU-MOSEI\segments\8qCNtqjygW8_007.mp4,0,cmumosei_real,mosei_8qCNtqjygW8,-1,happy,happy
D:\Documents\Programming\Thesis_G10\data\synthetic\track2_fakes\videos\FAKE_T2_1067_TSI_DIS_XX__AUDIO_1067_TSI_FEA_XX_wav2lip.mp4,1,track2,crema_1067,-1,,
D:\Documents\Programming\Thesis_G10\data\synthetic\track1_fakes\videos\FAKE_T1_1047_IEO_HAP_HI__AUDIO_1047_IEO_NEU_XX_styletts.mp4,1,track1,crema_1047,-1,,
D:\Documents\Programming\Thesis_G10\data\raw\CMU-MOSEI\segments\Cj7R36s4dbM_000.mp4,0,cmumosei_real,mosei_Cj7R36s4dbM,-1,,
D:\Documents\Programming\Thesis_G10\data\raw\CMU-MOSEI\segments\7ZzbemE4QEE_033.mp4,0,cmumosei_real,mosei_7ZzbemE4QEE,-1,happy,happy
D:\Documents\Programming\Thesis_G10\data\synthetic\track1_fakes\videos\FAKE_T1_1087_DFA_DIS_XX__AUDIO_1087_DFA_FEA_XX_styletts.mp4,1,track1,crema_1087,-1,,
D:\Documents\Programming\Thesis_G10\data\synthetic\track2_fakes\videos\FAKE_T2_1024_IEO_HAP_LO__AUDIO_1024_IEO_NEU_XX_wav2lip.mp4,1,track2,crema_1024,-1,,
D:\Documents\Programming\Thesis_G10\data\synthetic\track2_fakes\videos\FAKE_T2_1086_WSI_NEU_XX__AUDIO_1086_WSI_SAD_XX_wav2lip.mp4,1,track2,crema_1086,-1,,
data\raw\MELD\MELD-RAW\MELD.Raw\dev\dev_splits_complete\dia10_utt4.mp4,0,meld_real,meld_gary,-1,anger,anger
D:\Documents\Programming\Thesis_G10\data\synthetic\track3_fakes\videos\FAKE_T3_1001_WSI_DIS_XX__AUDIO_1001_WSI_FEA_XX_sadtalker.mp4,1,track3,crema_1001,-1,fear,disgust
data\raw\MELD\MELD-RAW\MELD.Raw\train\train_splits\dia978_utt3.mp4,0,meld_real,meld_rachel,-1,joy,joy
D:\Documents\Programming\Thesis_G10\data\synthetic\track1_fakes\videos\FAKE_T1_1048_TAI_HAP_XX__AUDIO_1048_TAI_NEU_XX_styletts.mp4,1,track1,crema_1048,-1,,
D:\Documents\Programming\Thesis_G10\data\synthetic\track1_fakes\videos\FAKE_T1_1084_ITH_FEA_XX__AUDIO_1084_ITH_HAP_XX_styletts.mp4,1,track1,crema_1084,-1,,
D:\Documents\Programming\Thesis_G10\data\synthetic\track3_fakes\videos\FAKE_T3_1043_TSI_NEU_XX__AUDIO_1043_TSI_SAD_XX_sadtalker.mp4,1,track3,crema_1043,-1,sad,neutral
D:\Documents\Programming\Thesis_G10\data\raw\CMU-MOSEI\segments\3sUS8vXbRwg_001.mp4,0,cmumosei_real,mosei_3sUS8vXbRwg,-1,happy,happy
D:\Documents\Programming\Thesis_G10\data\synthetic\track3_fakes\videos\FAKE_T3_1011_ITH_NEU_XX__AUDIO_1011_ITH_SAD_XX_sadtalker.mp4,1,track3,crema_1011,-1,sad,neutral
data\raw\MELD\MELD-RAW\MELD.Raw\train\train_splits\dia629_utt12.mp4,0,meld_real,meld_monica,-1,neutral,neutral
D:\Documents\Programming\Thesis_G10\data\synthetic\track2_fakes\videos\FAKE_T2_1056_TAI_FEA_XX__AUDIO_1056_TAI_HAP_XX_wav2lip.mp4,1,track2,crema_1056,-1,,
D:\Documents\Programming\Thesis_G10\data\synthetic\track1_fakes\videos\FAKE_T1_1085_TIE_HAP_XX__AUDIO_1085_TIE_NEU_XX_styletts.mp4,1,track1,crema_1085,-1,,
D:\Documents\Programming\Thesis_G10\data\synthetic\track2_fakes\videos\FAKE_T2_1063_ITH_ANG_XX__AUDIO_1063_ITH_DIS_XX_wav2lip.mp4,1,track2,crema_1063,-1,,
D:\Documents\Programming\Thesis_G10\data\raw\CMU-MOSEI\segments\67uKYi7mslE_016.mp4,0,cmumosei_real,mosei_67uKYi7mslE,-1,sad,sad
D:\Documents\Programming\Thesis_G10\data\synthetic\track3_fakes\videos\FAKE_T3_1064_IWW_HAP_XX__AUDIO_1064_IWW_NEU_XX_sadtalker.mp4,1,track3,crema_1064,-1,neutral,happy
D:\Documents\Programming\Thesis_G10\data\synthetic\track1_fakes\videos\FAKE_T1_1028_TAI_DIS_XX__AUDIO_1028_TAI_FEA_XX_styletts.mp4,1,track1,crema_1028,-1,,
D:\Documents\Programming\Thesis_G10\data\synthetic\track3_fakes\videos\FAKE_T3_1014_ITH_HAP_XX__AUDIO_1014_ITH_NEU_XX_sadtalker.mp4,1,track3,crema_1014,-1,neutral,happy
D:\Documents\Programming\Thesis_G10\data\synthetic\track2_fakes\videos\FAKE_T2_1044_TIE_DIS_XX__AUDIO_1044_TIE_FEA_XX_wav2lip.mp4,1,track2,crema_1044,-1,,
data\raw\MELD\MELD-RAW\MELD.Raw\test\output_repeated_splits_test\dia242_utt0.mp4,0,meld_real,meld_chandler,-1,neutral,neutral
D:\Documents\Programming\Thesis_G10\data\raw\CMU-MOSEI\segments\7ZzbemE4QEE_021.mp4,0,cmumosei_real,mosei_7ZzbemE4QEE,-1,happy,happy
D:\Documents\Programming\Thesis_G10\data\synthetic\track1_fakes\videos\FAKE_T1_1058_MTI_SAD_XX__AUDIO_1058_MTI_ANG_XX_styletts.mp4,1,track1,crema_1058,-1,,
D:\Documents\Programming\Thesis_G10\data\synthetic\track2_fakes\videos\FAKE_T2_1073_TSI_NEU_XX__AUDIO_1073_TSI_SAD_XX_wav2lip.mp4,1,track2,crema_1073,-1,,
D:\Documents\Programming\Thesis_G10\data\raw\CMU-MOSEI\segments\1A7dqFxx8wU_002.mp4,0,cmumosei_real,mosei_1A7dqFxx8wU,-1,happy,happy
D:\Documents\Programming\Thesis_G10\data\synthetic\track2_fakes\videos\FAKE_T2_1077_DFA_FEA_XX__AUDIO_1077_DFA_HAP_XX_wav2lip.mp4,1,track2,crema_1077,-1,,
D:\Documents\Programming\Thesis_G10\data\synthetic\track3_fakes\videos\FAKE_T3_1084_DFA_SAD_XX__AUDIO_1084_DFA_ANG_XX_sadtalker.mp4,1,track3,crema_1084,-1,angry,sad
data\raw\MELD\MELD-RAW\MELD.Raw\train\train_splits\dia813_utt3.mp4,0,meld_real,meld_rachel,-1,anger,anger
D:\Documents\Programming\Thesis_G10\data\synthetic\track3_fakes\videos\FAKE_T3_1089_IWW_ANG_XX__AUDIO_1089_IWW_DIS_XX_sadtalker.mp4,1,track3,crema_1089,-1,disgust,angry
D:\Documents\Programming\Thesis_G10\data\synthetic\track2_fakes\videos\FAKE_T2_1075_IEO_FEA_MD__AUDIO_1075_IEO_HAP_MD_wav2lip.mp4,1,track2,crema_1075,-1,,
D:\Documents\Programming\Thesis_G10\data\synthetic\track2_fakes\videos\FAKE_T2_1014_IEO_DIS_HI__AUDIO_1014_IEO_FEA_HI_wav2lip.mp4,1,track2,crema_1014,-1,,
D:\Documents\Programming\Thesis_G10\data\synthetic\track2_fakes\videos\FAKE_T2_1067_WSI_FEA_XX__AUDIO_1067_WSI_HAP_XX_wav2lip.mp4,1,track2,crema_1067,-1,,
data\raw\MELD\MELD-RAW\MELD.Raw\train\train_splits\dia1038_utt15.mp4,0,meld_real,meld_joey,-1,neutral,neutral
data\raw\MELD\MELD-RAW\MELD.Raw\test\output_repeated_splits_test\dia213_utt4.mp4,0,meld_real,meld_chandler,-1,neutral,neutral
data\raw\MELD\MELD-RAW\MELD.Raw\train\train_splits\dia41_utt7.mp4,0,meld_real,meld_mr._tribbiani,-1,neutral,neutral
D:\Documents\Programming\Thesis_G10\data\synthetic\track3_fakes\videos\FAKE_T3_1071_MTI_ANG_XX__AUDIO_1071_MTI_DIS_XX_sadtalker.mp4,1,track3,crema_1071,-1,disgust,angry
D:\Documents\Programming\Thesis_G10\data\raw\CMU-MOSEI\segments\7ZzbemE4QEE_023.mp4,0,cmumosei_real,mosei_7ZzbemE4QEE,-1,,
D:\Documents\Programming\Thesis_G10\data\synthetic\track3_fakes\videos\FAKE_T3_1015_WSI_ANG_XX__AUDIO_1015_WSI_DIS_XX_sadtalker.mp4,1,track3,crema_1015,-1,disgust,angry
data\raw\MELD\MELD-RAW\MELD.Raw\train\train_splits\dia599_utt14.mp4,0,meld_real,meld_phoebe,-1,neutral,neutral
data\raw\MELD\MELD-RAW\MELD.Raw\train\train_splits\dia574_utt15.mp4,0,meld_real,meld_monica,-1,fear,fear
data\raw\MELD\MELD-RAW\MELD.Raw\train\train_splits\dia590_utt12.mp4,0,meld_real,meld_phoebe,-1,neutral,neutral
D:\Documents\Programming\Thesis_G10\data\synthetic\track2_fakes\videos\FAKE_T2_1020_WSI_FEA_XX__AUDIO_1020_WSI_HAP_XX_wav2lip.mp4,1,track2,crema_1020,-1,,
D:\Documents\Programming\Thesis_G10\data\synthetic\track3_fakes\videos\FAKE_T3_1038_IEO_FEA_MD__AUDIO_1038_IEO_HAP_MD_sadtalker.mp4,1,track3,crema_1038,-1,happy,fear
D:\Documents\Programming\Thesis_G10\data\synthetic\track1_fakes\videos\FAKE_T1_1014_IEO_DIS_LO__AUDIO_1014_IEO_FEA_LO_styletts.mp4,1,track1,crema_1014,-1,,
data\raw\MELD\MELD-RAW\MELD.Raw\train\train_splits\dia486_utt3.mp4,0,meld_real,meld_joey,-1,neutral,neutral
D:\Documents\Programming\Thesis_G10\data\raw\CMU-MOSEI\segments\8qCNtqjygW8_012.mp4,0,cmumosei_real,mosei_8qCNtqjygW8,-1,happy,happy
data\raw\MELD\MELD-RAW\MELD.Raw\test\output_repeated_splits_test\dia146_utt4.mp4,0,meld_real,meld_ross,-1,neutral,neutral
D:\Documents\Programming\Thesis_G10\data\raw\CMU-MOSEI\segments\6ng8CZ0ULK4_010.mp4,0,cmumosei_real,mosei_6ng8CZ0ULK4,-1,,
D:\Documents\Programming\Thesis_G10\data\synthetic\track2_fakes\videos\FAKE_T2_1067_IOM_NEU_XX__AUDIO_1067_IOM_SAD_XX_wav2lip.mp4,1,track2,crema_1067,-1,,
D:\Documents\Programming\Thesis_G10\data\synthetic\track3_fakes\videos\FAKE_T3_1067_WSI_HAP_XX__AUDIO_1067_WSI_NEU_XX_sadtalker.mp4,1,track3,crema_1067,-1,neutral,happy
data\raw\MELD\MELD-RAW\MELD.Raw\train\train_splits\dia689_utt8.mp4,0,meld_real,meld_ross,-1,joy,joy
data\raw\MELD\MELD-RAW\MELD.Raw\dev\dev_splits_complete\dia78_utt6.mp4,0,meld_real,meld_ross,-1,neutral,neutral
D:\Documents\Programming\Thesis_G10\data\synthetic\track2_fakes\videos\FAKE_T2_1044_TAI_NEU_XX__AUDIO_1044_TAI_SAD_XX_wav2lip.mp4,1,track2,crema_1044,-1,,
D:\Documents\Programming\Thesis_G10\data\synthetic\track2_fakes\videos\FAKE_T2_1089_IWW_HAP_XX__AUDIO_1089_IWW_NEU_XX_wav2lip.mp4,1,track2,crema_1089,-1,,
D:\Documents\Programming\Thesis_G10\data\raw\CMU-MOSEI\segments\67uKYi7mslE_012.mp4,0,cmumosei_real,mosei_67uKYi7mslE,-1,sad,sad
data\raw\MELD\MELD-RAW\MELD.Raw\train\train_splits\dia1004_utt1.mp4,0,meld_real,meld_rachel,-1,joy,joy
data\raw\MELD\MELD-RAW\MELD.Raw\train\train_splits\dia331_utt4.mp4,0,meld_real,meld_phoebe,-1,sadness,sadness
D:\Documents\Programming\Thesis_G10\data\synthetic\track2_fakes\videos\FAKE_T2_1009_IOM_SAD_XX__AUDIO_1009_IOM_ANG_XX_wav2lip.mp4,1,track2,crema_1009,-1,,
D:\Documents\Programming\Thesis_G10\data\synthetic\track3_fakes\videos\FAKE_T3_1028_ITH_ANG_XX__AUDIO_1028_ITH_DIS_XX_sadtalker.mp4,1,track3,crema_1028,-1,disgust,angry
data\raw\MELD\MELD-RAW\MELD.Raw\train\train_splits\dia271_utt9.mp4,0,meld_real,meld_katie,-1,anger,anger
D:\Documents\Programming\Thesis_G10\data\raw\CMU-MOSEI\segments\7ZzbemE4QEE_013.mp4,0,cmumosei_real,mosei_7ZzbemE4QEE,-1,sad,sad
D:\Documents\Programming\Thesis_G10\data\synthetic\track3_fakes\videos\FAKE_T3_1043_IWL_SAD_XX__AUDIO_1043_IWL_ANG_XX_sadtalker.mp4,1,track3,crema_1043,-1,angry,sad
D:\Documents\Programming\Thesis_G10\data\synthetic\track2_fakes\videos\FAKE_T2_1022_ITH_DIS_XX__AUDIO_1022_ITH_FEA_XX_wav2lip.mp4,1,track2,crema_1022,-1,,
D:\Documents\Programming\Thesis_G10\data\synthetic\track1_fakes\videos\FAKE_T1_1035_IWL_HAP_XX__AUDIO_1035_IWL_NEU_XX_styletts.mp4,1,track1,crema_1035,-1,,
data\raw\MELD\MELD-RAW\MELD.Raw\test\output_repeated_splits_test\dia254_utt14.mp4,0,meld_real,meld_ross,-1,disgust,disgust
D:\Documents\Programming\Thesis_G10\data\synthetic\track3_fakes\videos\FAKE_T3_1051_TIE_DIS_XX__AUDIO_1051_TIE_FEA_XX_sadtalker.mp4,1,track3,crema_1051,-1,fear,disgust
data\raw\MELD\MELD-RAW\MELD.Raw\train\train_splits\dia404_utt5.mp4,0,meld_real,meld_chandler,-1,neutral,neutral
D:\Documents\Programming\Thesis_G10\data\synthetic\track1_fakes\videos\FAKE_T1_1065_TSI_ANG_XX__AUDIO_1065_TSI_DIS_XX_styletts.mp4,1,track1,crema_1065,-1,,
data\raw\MELD\MELD-RAW\MELD.Raw\dev\dev_splits_complete\dia112_utt1.mp4,0,meld_real,meld_phoebe,-1,sadness,sadness
D:\Documents\Programming\Thesis_G10\data\synthetic\track2_fakes\videos\FAKE_T2_1037_ITH_DIS_XX__AUDIO_1037_ITH_FEA_XX_wav2lip.mp4,1,track2,crema_1037,-1,,
D:\Documents\Programming\Thesis_G10\data\synthetic\track2_fakes\videos\FAKE_T2_1040_ITS_ANG_XX__AUDIO_1040_ITS_DIS_XX_wav2lip.mp4,1,track2,crema_1040,-1,,
D:\Documents\Programming\Thesis_G10\data\raw\CMU-MOSEI\segments\67uKYi7mslE_001.mp4,0,cmumosei_real,mosei_67uKYi7mslE,-1,happy,happy
data\raw\MELD\MELD-RAW\MELD.Raw\train\train_splits\dia410_utt6.mp4,0,meld_real,meld_ross,-1,neutral,neutral
data\raw\MELD\MELD-RAW\MELD.Raw\train\train_splits\dia603_utt0.mp4,0,meld_real,meld_ross,-1,neutral,neutral
D:\Documents\Programming\Thesis_G10\data\synthetic\track2_fakes\videos\FAKE_T2_1010_TIE_DIS_XX__AUDIO_1010_TIE_FEA_XX_wav2lip.mp4,1,track2,crema_1010,-1,,
data\raw\MELD\MELD-RAW\MELD.Raw\train\train_splits\dia33_utt7.mp4,0,meld_real,meld_monica,-1,neutral,neutral
D:\Documents\Programming\Thesis_G10\data\synthetic\track1_fakes\videos\FAKE_T1_1005_IEO_SAD_LO__AUDIO_1005_IEO_ANG_LO_styletts.mp4,1,track1,crema_1005,-1,,
data\raw\MELD\MELD-RAW\MELD.Raw\dev\dev_splits_complete\dia25_utt4.mp4,0,meld_real,meld_monica,-1,sadness,sadness
D:\Documents\Programming\Thesis_G10\data\synthetic\track1_fakes\videos\FAKE_T1_1046_IWL_ANG_XX__AUDIO_1046_IWL_DIS_XX_styletts.mp4,1,track1,crema_1046,-1,,
D:\Documents\Programming\Thesis_G10\data\raw\CMU-MOSEI\segments\CdB8QBhFccs_000.mp4,0,cmumosei_real,mosei_CdB8QBhFccs,-1,,
D:\Documents\Programming\Thesis_G10\data\synthetic\track2_fakes\videos\FAKE_T2_1019_IWW_ANG_XX__AUDIO_1019_IWW_DIS_XX_wav2lip.mp4,1,track2,crema_1019,-1,,
D:\Documents\Programming\Thesis_G10\data\synthetic\track3_fakes\videos\FAKE_T3_1056_MTI_ANG_XX__AUDIO_1056_MTI_DIS_XX_sadtalker.mp4,1,track3,crema_1056,-1,disgust,angry
data\raw\MELD\MELD-RAW\MELD.Raw\train\train_splits\dia51_utt10.mp4,0,meld_real,meld_rachel,-1,anger,anger
data\raw\MELD\MELD-RAW\MELD.Raw\train\train_splits\dia940_utt3.mp4,0,meld_real,meld_monica,-1,neutral,neutral
data\raw\MELD\MELD-RAW\MELD.Raw\test\output_repeated_splits_test\dia125_utt22.mp4,0,meld_real,meld_joey,-1,neutral,neutral
data\raw\MELD\MELD-RAW\MELD.Raw\train\train_splits\dia545_utt4.mp4,0,meld_real,meld_monica,-1,neutral,neutral
data\raw\MELD\MELD-RAW\MELD.Raw\dev\dev_splits_complete\dia95_utt1.mp4,0,meld_real,meld_joey,-1,neutral,neutral
D:\Documents\Programming\Thesis_G10\data\synthetic\track3_fakes\videos\FAKE_T3_1089_ITS_ANG_XX__AUDIO_1089_ITS_DIS_XX_sadtalker.mp4,1,track3,crema_1089,-1,disgust,angry
data\raw\MELD\MELD-RAW\MELD.Raw\train\train_splits\dia63_utt2.mp4,0,meld_real,meld_ross,-1,joy,joy
data\raw\MELD\MELD-RAW\MELD.Raw\train\train_splits\dia212_utt7.mp4,0,meld_real,meld_monica,-1,anger,anger
D:\Documents\Programming\Thesis_G10\data\synthetic\track1_fakes\videos\FAKE_T1_1052_MTI_FEA_XX__AUDIO_1052_MTI_HAP_XX_styletts.mp4,1,track1,crema_1052,-1,,
D:\Documents\Programming\Thesis_G10\data\synthetic\track3_fakes\videos\FAKE_T3_1079_ITH_HAP_XX__AUDIO_1079_ITH_NEU_XX_sadtalker.mp4,1,track3,crema_1079,-1,neutral,happy
data\raw\MELD\MELD-RAW\MELD.Raw\train\train_splits\dia297_utt0.mp4,0,meld_real,meld_monica,-1,neutral,neutral
data\raw\MELD\MELD-RAW\MELD.Raw\train\train_splits\dia955_utt2.mp4,0,meld_real,meld_rachel,-1,anger,anger
D:\Documents\Programming\Thesis_G10\data\synthetic\track3_fakes\videos\FAKE_T3_1001_TIE_DIS_XX__AUDIO_1001_TIE_FEA_XX_sadtalker.mp4,1,track3,crema_1001,-1,fear,disgust
D:\Documents\Programming\Thesis_G10\data\raw\CMU-MOSEI\segments\CdB8QBhFccs_001.mp4,0,cmumosei_real,mosei_CdB8QBhFccs,-1,,
data\raw\MELD\MELD-RAW\MELD.Raw\train\train_splits\dia0_utt3.mp4,0,meld_real,meld_the_interviewer,-1,neutral,neutral
D:\Documents\Programming\Thesis_G10\data\raw\CMU-MOSEI\segments\7ZzbemE4QEE_031.mp4,0,cmumosei_real,mosei_7ZzbemE4QEE,-1,happy,happy
data\raw\MELD\MELD-RAW\MELD.Raw\dev\dev_splits_complete\dia78_utt3.mp4,0,meld_real,meld_ross,-1,anger,anger
D:\Documents\Programming\Thesis_G10\data\synthetic\track1_fakes\videos\FAKE_T1_1083_IOM_NEU_XX__AUDIO_1083_IOM_SAD_XX_styletts.mp4,1,track1,crema_1083,-1,,
D:\Documents\Programming\Thesis_G10\data\synthetic\track2_fakes\videos\FAKE_T2_1012_IWW_ANG_XX__AUDIO_1012_IWW_DIS_XX_wav2lip.mp4,1,track2,crema_1012,-1,,
D:\Documents\Programming\Thesis_G10\data\synthetic\track1_fakes\videos\FAKE_T1_1090_MTI_ANG_XX__AUDIO_1090_MTI_DIS_XX_styletts.mp4,1,track1,crema_1090,-1,,
D:\Documents\Programming\Thesis_G10\data\synthetic\track2_fakes\videos\FAKE_T2_1016_IWL_NEU_XX__AUDIO_1016_IWL_SAD_XX_wav2lip.mp4,1,track2,crema_1016,-1,,
data\raw\MELD\MELD-RAW\MELD.Raw\train\train_splits\dia806_utt10.mp4,0,meld_real,meld_rachel,-1,neutral,neutral
data\raw\MELD\MELD-RAW\MELD.Raw\test\output_repeated_splits_test\dia54_utt5.mp4,0,meld_real,meld_ross,-1,neutral,neutral
D:\Documents\Programming\Thesis_G10\data\synthetic\track2_fakes\videos\FAKE_T2_1050_IEO_DIS_MD__AUDIO_1050_IEO_FEA_MD_wav2lip.mp4,1,track2,crema_1050,-1,,
D:\Documents\Programming\Thesis_G10\data\raw\CMU-MOSEI\segments\95mDHiLeDCM_001.mp4,0,cmumosei_real,mosei_95mDHiLeDCM,-1,happy,happy
data\raw\MELD\MELD-RAW\MELD.Raw\test\output_repeated_splits_test\dia187_utt0.mp4,0,meld_real,meld_kim,-1,neutral,neutral
data\raw\MELD\MELD-RAW\MELD.Raw\train\train_splits\dia468_utt5.mp4,0,meld_real,meld_monica,-1,joy,joy
data\raw\MELD\MELD-RAW\MELD.Raw\train\train_splits\dia58_utt2.mp4,0,meld_real,meld_phoebe,-1,neutral,neutral
data\raw\MELD\MELD-RAW\MELD.Raw\train\train_splits\dia890_utt3.mp4,0,meld_real,meld_russell,-1,neutral,neutral
D:\Documents\Programming\Thesis_G10\data\raw\CMU-MOSEI\segments\8XZszYrUSCQ_001.mp4,0,cmumosei_real,mosei_8XZszYrUSCQ,-1,happy,happy
data\raw\MELD\MELD-RAW\MELD.Raw\train\train_splits\dia356_utt17.mp4,0,meld_real,meld_monica,-1,anger,anger
D:\Documents\Programming\Thesis_G10\data\synthetic\track3_fakes\videos\FAKE_T3_1082_IOM_ANG_XX__AUDIO_1082_IOM_DIS_XX_sadtalker.mp4,1,track3,crema_1082,-1,disgust,angry
data\raw\MELD\MELD-RAW\MELD.Raw\test\output_repeated_splits_test\dia157_utt4.mp4,0,meld_real,meld_rachel,-1,neutral,neutral
D:\Documents\Programming\Thesis_G10\data\synthetic\track2_fakes\videos\FAKE_T2_1048_DFA_ANG_XX__AUDIO_1048_DFA_DIS_XX_wav2lip.mp4,1,track2,crema_1048,-1,,
data\raw\MELD\MELD-RAW\MELD.Raw\train\train_splits\dia530_utt20.mp4,0,meld_real,meld_phoebe_sr,-1,neutral,neutral
D:\Documents\Programming\Thesis_G10\data\synthetic\track1_fakes\videos\FAKE_T1_1038_TAI_DIS_XX__AUDIO_1038_TAI_FEA_XX_styletts.mp4,1,track1,crema_1038,-1,,
D:\Documents\Programming\Thesis_G10\data\synthetic\track2_fakes\videos\FAKE_T2_1022_TAI_HAP_XX__AUDIO_1022_TAI_NEU_XX_wav2lip.mp4,1,track2,crema_1022,-1,,
data\raw\MELD\MELD-RAW\MELD.Raw\train\train_splits\dia302_utt4.mp4,0,meld_real,meld_ross,-1,neutral,neutral
D:\Documents\Programming\Thesis_G10\data\synthetic\track3_fakes\videos\FAKE_T3_1089_IEO_FEA_LO__AUDIO_1089_IEO_HAP_LO_sadtalker.mp4,1,track3,crema_1089,-1,happy,fear
D:\Documents\Programming\Thesis_G10\data\synthetic\track3_fakes\videos\FAKE_T3_1088_IWW_ANG_XX__AUDIO_1088_IWW_DIS_XX_sadtalker.mp4,1,track3,crema_1088,-1,disgust,angry
D:\Documents\Programming\Thesis_G10\data\synthetic\track2_fakes\videos\FAKE_T2_1049_TIE_HAP_XX__AUDIO_1049_TIE_NEU_XX_wav2lip.mp4,1,track2,crema_1049,-1,,
data\raw\MELD\MELD-RAW\MELD.Raw\train\train_splits\dia841_utt7.mp4,0,meld_real,meld_monica,-1,anger,anger
data\raw\MELD\MELD-RAW\MELD.Raw\dev\dev_splits_complete\dia51_utt6.mp4,0,meld_real,meld_joey,-1,anger,anger
D:\Documents\Programming\Thesis_G10\data\raw\CMU-MOSEI\segments\6ng8CZ0ULK4_007.mp4,0,cmumosei_real,mosei_6ng8CZ0ULK4,-1,happy,happy
D:\Documents\Programming\Thesis_G10\data\synthetic\track1_fakes\videos\FAKE_T1_1070_DFA_NEU_XX__AUDIO_1070_DFA_SAD_XX_styletts.mp4,1,track1,crema_1070,-1,,
data\raw\MELD\MELD-RAW\MELD.Raw\train\train_splits\dia365_utt5.mp4,0,meld_real,meld_rachel,-1,sadness,sadness
D:\Documents\Programming\Thesis_G10\data\synthetic\track2_fakes\videos\FAKE_T2_1070_IEO_SAD_MD__AUDIO_1070_IEO_ANG_MD_wav2lip.mp4,1,track2,crema_1070,-1,,
D:\Documents\Programming\Thesis_G10\data\raw\CMU-MOSEI\segments\-SYSVSQnTnA_002.mp4,0,cmumosei_real,mosei_-SYSVSQnTnA,-1,happy,happy
D:\Documents\Programming\Thesis_G10\data\synthetic\track3_fakes\videos\FAKE_T3_1019_DFA_HAP_XX__AUDIO_1019_DFA_NEU_XX_sadtalker.mp4,1,track3,crema_1019,-1,neutral,happy
data\raw\MELD\MELD-RAW\MELD.Raw\train\train_splits\dia151_utt6.mp4,0,meld_real,meld_rachel,-1,neutral,neutral
data\raw\MELD\MELD-RAW\MELD.Raw\train\train_splits\dia300_utt9.mp4,0,meld_real,meld_lydia,-1,anger,anger
data\raw\MELD\MELD-RAW\MELD.Raw\train\train_splits\dia633_utt1.mp4,0,meld_real,meld_mrs._geller,-1,joy,joy
D:\Documents\Programming\Thesis_G10\data\synthetic\track1_fakes\videos\FAKE_T1_1069_TIE_SAD_XX__AUDIO_1069_TIE_ANG_XX_styletts.mp4,1,track1,crema_1069,-1,,
